date,1,2,3,4,5,6,7
20160115,14.825531233809825,,,,,,
20160116,14.761746104334453,14.783504542221058,,,,,
20160117,14.512628855792997,14.717461879094992,14.727340443597939,,,,
20160118,14.399958583905555,14.464605391718024,14.66540453094747,14.69214570595864,,,
20160119,14.12317859908097,14.348338699145039,14.425013762834642,14.609378481037028,14.63740077989809,,
20160120,13.988130127427937,14.070479761617916,14.30807272482257,14.377681072260533,14.540203887423734,14.559105167404777,
20160121,14.08389512884028,13.941651431097512,14.042926722392462,14.266254033693404,14.314937799864328,14.461418082764483,14.459079733648595
20160122,13.867345717866183,14.036352847994142,13.945171805755152,14.01537103347962,14.220625887013062,14.259767863947477,14.37338009969973
20160123,13.631241878971023,13.827893992476644,14.02277373009148,13.914191130930476,13.975292392055161,14.1816452760403,14.204078589303471
20160124,13.964609382462601,13.58834397017058,13.820336554121592,13.95851616135564,13.863335680980082,13.94291586191689,14.123886330581087
20160125,13.641070629351162,13.91543701393817,13.56777656676283,13.773147741572405,13.878081191268933,13.804358409261962,13.889356670960431
20160126,13.803012898008651,13.614413714398786,13.852770317507346,13.533075200914327,13.717107383350093,13.815857522568622,13.76195493212727
20160127,13.387994747858844,13.771862643191437,13.586252836887569,13.788028385917812,13.50125934462639,13.685064448853396,13.808392293334514
20160128,13.018059703694604,13.401387327769712,13.74489359506529,13.560550869268187,13.736475538248097,13.488992881853488,13.710442359705784
20160129,13.214146108943861,13.046150099521421,13.412225079105465,13.710475745766814,13.534829823899642,13.696922859769249,13.558880506341666
20160130,13.411221377524615,13.228694482491385,13.07096654161726,13.39433862939228,13.655194522979858,13.506522153707383,13.720912334432715
20160131,13.501642489422036,13.398117613538545,13.207935771654551,13.0526407737359,13.367335665267628,13.553740112817788,13.536041790908829
20160201,13.54493202201775,13.472547862076894,13.357609722757967,13.161580550756193,13.033534407951379,13.334209273599841,13.541690394472848
20160202,13.494835972471453,13.602397912052355,13.518954486910491,13.417886931106402,13.251695888729564,13.181813563616153,13.50431125455464
20160203,13.189472749966729,13.421475137761059,13.51696404174805,13.413267466122111,13.315287855994685,13.199255395786395,13.145656989456663
20160204,13.319930638227952,13.1786026724449,13.378364724032465,13.449279367350464,13.346997724787283,13.255686317929026,13.175945565936782
20160205,13.199029642421326,13.327655536825636,13.193130378430832,13.35646505780832,13.423287523931332,13.3161945790173,13.251715496416201
20160206,13.207350720680285,13.184511475309973,13.327415475148698,13.210291873675907,13.356733206171524,13.401796439501716,13.288377100990974
20160207,13.593319023201731,13.16558475833005,13.142204976733515,13.307854952946656,13.20909103535373,13.321632267465597,13.362443812420317
20160208,13.467590826919952,13.516682644947927,13.095910698644978,13.111846448506473,13.276681380880465,13.154243036453966,13.267190200672978
20160209,13.022535555622714,13.385379506411388,13.421810588183803,13.044206818794406,13.080800591372164,13.212591272387257,13.077525047828754
20160210,12.80822407061267,12.962826970186764,13.321134656174987,13.369584189981216,13.018726894977755,13.025624561174329,13.138510252646043
20160211,12.806707389554388,12.78635249107479,12.955487336134631,13.300266778217955,13.34428921434393,12.9782661686326,12.973715595520279
20160212,13.011719001786028,12.817240426841046,12.81662198980575,12.962395071143263,13.286590681757058,13.313935455554176,12.943731733089255
20160213,13.183555468102028,13.013632606014351,12.847515224946772,12.842796131716863,12.966922327006612,13.2694811203847,13.292819566858054
20160214,13.315159611125326,13.198855292991496,13.035346264184177,12.866235796248262,12.856075834945194,12.959409933337078,13.252652425874986
20160215,13.337876440938524,13.328847896148186,13.214911338660198,13.043276248585341,12.87229934085653,12.850343501259857,12.9428122915672
20160216,13.12990512789958,13.345157251930745,13.349188486315914,13.210436546607042,13.030561458707158,12.864184408276003,12.834067001600852
20160217,12.955805298620644,13.130582917932264,13.351581154023162,13.332314217183203,13.184462191124641,13.011291872179818,12.842190413181008
20160218,13.282744925488732,12.952665949008743,13.134860043306615,13.33636664906744,13.29779514982668,13.138953280376555,12.982112984775883
20160219,13.262673543559163,13.272678233181562,12.962585318697396,13.128491254711776,13.310538026391129,13.244104534376003,13.097559864072432
20160220,12.938708455747726,13.26534124881681,13.27971103343469,12.971498337117815,13.118097590981488,13.276300885772201,13.198450420759306
20160221,13.049507253436243,12.97118885363143,13.2913590591723,13.28934635663584,12.98120944137813,13.114013892786126,13.248909477477138
20160222,13.212580673637724,13.088852991330443,13.025606013362646,13.31819933249161,13.300026716541016,12.99559512412031,13.131329599836917
20160223,12.677757173414344,13.25924484808499,13.145702034142182,13.075690934221935,13.33919068588071,13.312274101564759,13.024051706743519
20160224,13.467910379218395,12.719548042825984,13.304023504990198,13.185103415471435,13.097739512877029,13.342280751307282,13.324117144293789
20160225,12.721854330724533,13.474989813969476,12.774609606528854,13.316931192109895,13.199541562023807,13.09946763898851,13.330727054440523
20160226,12.919013329426605,12.747774102646833,13.485309816390503,12.811214507793622,13.302594793553046,13.183333954236772,13.0906680271881
20160227,12.982516797133119,12.936726489584913,12.79117068261284,13.469388904778356,12.8324973267949,13.25041661966084,13.135241068352354
20160228,12.946616712712345,13.005856303481426,12.981190893566446,12.834893704064486,13.43810404584206,12.849335030241718,13.204212430943338
20160229,12.736135085846328,12.975047328399198,13.060777963690448,13.025693982983775,12.869933699960594,13.392068377242147,12.83286245371634
20160301,12.506168717837436,12.763221250154821,13.033340450834912,13.099273151934565,13.042444776684416,12.896765494280277,13.353612404371308
20160302,12.479892297993322,12.545698344036047,12.8231041850206,13.072335370119545,13.132864298769407,13.0767624677998,12.928275576644165
20160303,12.870616789368045,12.483041186479804,12.57440876671059,12.845530079159097,13.078014710057214,13.115044621178285,13.030475608835935
20160304,13.198109670961795,12.881890149309637,12.528029698625783,12.618493205521336,12.869462585543818,13.064550058649516,13.083252082139325
20160305,13.546822838934576,13.2126834815082,12.927512466677733,12.57783163287252,12.656157981739483,12.871634269323287,13.05028361183959
20160306,13.534466286790634,13.545235146254416,13.247485535477274,12.959545597331111,12.616031645942119,12.676760361020694,12.867665567560369
20160307,13.432669007081145,13.528179108567205,13.565196831126313,13.26753677978273,12.96210413546856,12.63464675968575,12.664550601557796
20160308,13.427082406201897,13.42755723018101,13.52437309760963,13.572354166686464,13.25087713532808,12.941377750817805,12.614262184707457
20160309,13.131202414842512,13.42378884478428,13.44575793281787,13.531444053361081,13.559642556433143,13.225863556490916,12.912151698978445
20160310,13.41691290602425,13.127405942759516,13.464659212798914,13.44771022248199,13.53207467895834,13.520472757781203,13.193801809213795
20160311,13.693020930128394,13.404870606803984,13.161377054765145,13.47654094096374,13.454545356056316,13.524709077969849,13.476007293924717
20160312,13.791564658699754,13.66653359516856,13.424822752801298,13.19775196316503,13.480049656996894,13.458645482313454,13.505692801556364
20160313,13.74055711669355,13.767387321200804,13.674454040695142,13.455299457085644,13.220588028910484,13.484138124629546,13.446086494053418
20160314,13.598347599918027,13.72375809868253,13.773491670994776,13.69710515826123,13.48516461352189,13.244590487042128,13.474222994440707
20160315,13.456191341858911,13.587624315077239,13.734797226259424,13.78796002398332,13.718816431712412,13.503491441278202,13.259706953564661
